city,2023,2024
济宁市,-3330.017955626906,-1570.1313401949228
威海市,-339.7521876255548,-59.92278740368738
潍坊市,1300.8756463654936,569.4817457711633
青岛市,5037.516786665076,4422.897069118027
临沂市,-4748.389761834821,-4674.597299193691
枣庄市,2375.692273078053,-83.03920443246386
滨州市,-4698.023178284848,-5356.712231939639
济南市,25072.25902888609,25339.76848123631
菏泽市,-7421.922103297719,-6350.0480391636265
泰安市,3572.747067982277,2964.1468449484514
日照市,157.65753159598898,37.960122034081905
德州市,-4000.2757417292564,-5268.847923218087
烟台市,-932.927121350167,79.30728449346134
聊城市,-4455.6183170866125,-4778.267141064158
东营市,-2219.7503159541957,-2572.2034533417636
淄博市,-2977.1616625407105,-226.6517469257392
